exercise_id,name,category,difficulty,duration_min,calories_burn_est,equipment,description
24726,Exercise_24726_press,Back,Intermediate,46,1082,bodyweight,row push push press jump press push press
24727,Exercise_24727_row,Back,Advanced,5,732,dumbbell,row crunch hold press lift pull hold crunch
24728,Exercise_24728_press,Shoulders,Beginner,96,1031,barbell,row curl press press row press row jump
24729,Exercise_24729_press,Legs,Beginner,4,694,none,push row press push curl pull press press
24730,Exercise_24730_pull,Arms,Advanced,71,384,barbell,jump curl pull crunch run press row crunch
24731,Exercise_24731_press,Shoulders,Advanced,18,23,machine,crunch row pull lift push push crunch row
24732,Exercise_24732_press,Shoulders,Beginner,86,466,bodyweight,pull squat press press squat jump push run
24733,Exercise_24733_lift,Full Body,Advanced,33,495,machine,push lift crunch run curl crunch press squat
24734,Exercise_24734_press,Full Body,Advanced,112,1253,dumbbell,crunch squat hold hold press lift squat run
24735,Exercise_24735_curl,Cardio,Advanced,69,633,barbell,crunch push run jump curl squat hold lift
24736,Exercise_24736_row,Arms,Advanced,33,1398,dumbbell,hold press press curl lift curl crunch jump
24737,Exercise_24737_jump,Full Body,Intermediate,15,1419,none,press run crunch press press run squat jump
24738,Exercise_24738_crunch,Shoulders,Intermediate,92,1299,none,hold jump curl lift run press lift crunch
24739,Exercise_24739_pull,Back,Beginner,109,1226,resistance band,squat lift pull crunch run push pull row
24740,Exercise_24740_press,Arms,Intermediate,5,998,barbell,press crunch curl row squat pull lift press
24741,Exercise_24741_push,Legs,Beginner,118,313,dumbbell,row push pull push row lift push pull
24742,Exercise_24742_squat,Arms,Intermediate,81,935,bodyweight,row crunch press hold jump pull jump hold
24743,Exercise_24743_crunch,Cardio,Beginner,112,837,barbell,lift push jump squat press pull push lift
24744,Exercise_24744_press,Shoulders,Advanced,1,150,machine,press press hold row lift hold run curl
24745,Exercise_24745_push,Chest,Intermediate,34,414,resistance band,jump jump hold squat hold pull crunch squat
24746,Exercise_24746_hold,Full Body,Beginner,38,438,none,lift curl pull pull jump row row pull
24747,Exercise_24747_squat,Core,Beginner,72,1448,bodyweight,jump run press curl row hold crunch jump
24748,Exercise_24748_row,Legs,Advanced,41,527,dumbbell,curl push crunch push press run crunch press
24749,Exercise_24749_curl,Chest,Intermediate,66,185,bodyweight,lift pull lift run press curl curl row
24750,Exercise_24750_press,Back,Advanced,107,193,bodyweight,pull squat run crunch push squat pull run
24751,Exercise_24751_lift,Core,Intermediate,92,1124,resistance band,row pull press hold hold jump crunch pull
24752,Exercise_24752_hold,Core,Intermediate,52,1070,kettlebell,press press pull lift row crunch hold lift
24753,Exercise_24753_push,Cardio,Advanced,25,895,bodyweight,squat run squat lift row pull jump run
24754,Exercise_24754_row,Core,Beginner,24,316,barbell,jump jump run run push row run pull
24755,Exercise_24755_pull,Core,Advanced,45,178,bodyweight,squat crunch pull curl push lift press push
24756,Exercise_24756_lift,Arms,Intermediate,79,1346,kettlebell,run hold run push crunch squat jump curl
24757,Exercise_24757_jump,Back,Intermediate,114,1117,none,squat lift jump jump squat row pull lift
24758,Exercise_24758_run,Full Body,Intermediate,17,1247,resistance band,pull run press crunch lift curl crunch press
24759,Exercise_24759_lift,Arms,Advanced,113,1100,none,jump lift row crunch squat curl squat press
24760,Exercise_24760_squat,Cardio,Intermediate,93,1194,resistance band,pull press push push jump lift row push
24761,Exercise_24761_press,Full Body,Intermediate,94,904,bodyweight,pull crunch jump pull row row jump jump
24762,Exercise_24762_push,Chest,Advanced,119,1442,dumbbell,press press curl curl crunch pull push press
24763,Exercise_24763_crunch,Full Body,Beginner,112,2,dumbbell,curl press squat hold jump curl jump run
24764,Exercise_24764_hold,Legs,Advanced,63,294,bodyweight,curl press pull squat pull run curl press
24765,Exercise_24765_lift,Shoulders,Beginner,114,883,dumbbell,push row lift lift run hold hold lift
24766,Exercise_24766_press,Full Body,Beginner,43,957,dumbbell,curl lift crunch hold jump crunch push press
24767,Exercise_24767_row,Arms,Advanced,100,848,bodyweight,pull hold press crunch press hold jump press
24768,Exercise_24768_squat,Arms,Advanced,72,1053,resistance band,press pull run squat run hold jump pull
24769,Exercise_24769_press,Shoulders,Advanced,95,1443,resistance band,hold run squat squat push curl pull hold
24770,Exercise_24770_jump,Chest,Intermediate,47,1385,dumbbell,push crunch push press press crunch crunch press
24771,Exercise_24771_crunch,Chest,Advanced,26,228,kettlebell,lift row run curl curl row press curl
24772,Exercise_24772_press,Shoulders,Advanced,38,1052,none,lift lift run press curl jump push press
24773,Exercise_24773_pull,Legs,Beginner,6,738,machine,pull press crunch lift pull lift squat run
24774,Exercise_24774_jump,Back,Advanced,6,485,resistance band,press row jump run run curl crunch run
24775,Exercise_24775_lift,Shoulders,Advanced,20,1263,barbell,crunch squat push row squat crunch push squat
24776,Exercise_24776_push,Cardio,Intermediate,41,421,none,squat push squat hold lift run curl press
24777,Exercise_24777_hold,Arms,Beginner,117,635,bodyweight,jump hold hold hold crunch row press run
24778,Exercise_24778_squat,Chest,Intermediate,23,8,machine,curl hold curl squat lift squat curl push
24779,Exercise_24779_curl,Core,Beginner,34,1428,kettlebell,run press push press press push lift press
24780,Exercise_24780_jump,Chest,Intermediate,61,452,kettlebell,jump curl jump curl jump row press push
24781,Exercise_24781_lift,Core,Advanced,48,368,machine,press press squat press lift lift squat pull
24782,Exercise_24782_crunch,Full Body,Intermediate,68,587,bodyweight,hold lift hold push curl crunch press row
24783,Exercise_24783_press,Chest,Intermediate,109,1154,none,crunch press pull curl hold pull run press
24784,Exercise_24784_crunch,Back,Beginner,95,1274,machine,press lift jump press push hold push lift
24785,Exercise_24785_curl,Full Body,Intermediate,68,116,barbell,squat crunch press press squat lift squat run
24786,Exercise_24786_hold,Chest,Intermediate,46,607,barbell,push run press press press lift press press
24787,Exercise_24787_press,Back,Beginner,116,768,none,hold crunch crunch jump row lift squat run
24788,Exercise_24788_run,Chest,Intermediate,26,37,kettlebell,hold run push curl row run push push
24789,Exercise_24789_row,Shoulders,Beginner,24,1231,barbell,squat lift row press pull hold run hold
24790,Exercise_24790_jump,Cardio,Advanced,31,1368,barbell,jump hold run squat push jump run run
24791,Exercise_24791_row,Core,Advanced,65,1426,kettlebell,squat crunch press jump crunch press hold press
24792,Exercise_24792_squat,Core,Intermediate,13,1006,bodyweight,push curl squat push lift curl crunch crunch
24793,Exercise_24793_press,Back,Intermediate,47,12,resistance band,push jump squat press lift pull jump squat
24794,Exercise_24794_hold,Shoulders,Intermediate,2,847,bodyweight,pull squat press squat pull lift pull push
24795,Exercise_24795_row,Full Body,Beginner,101,1431,machine,lift hold hold row run run press squat
24796,Exercise_24796_jump,Back,Intermediate,4,224,kettlebell,press row push press squat push crunch row
24797,Exercise_24797_run,Core,Beginner,119,462,machine,pull curl press lift lift pull pull lift
24798,Exercise_24798_crunch,Legs,Intermediate,115,510,dumbbell,crunch push jump lift push curl squat jump
24799,Exercise_24799_lift,Arms,Beginner,36,747,kettlebell,row curl push jump run jump press jump
24800,Exercise_24800_hold,Back,Beginner,1,1461,barbell,push run push row crunch press jump hold
24801,Exercise_24801_pull,Shoulders,Intermediate,28,764,resistance band,run lift press press row row push run
24802,Exercise_24802_curl,Cardio,Beginner,4,814,barbell,press squat squat row squat crunch hold run
24803,Exercise_24803_hold,Core,Advanced,41,1415,machine,crunch press row push curl crunch pull curl
24804,Exercise_24804_squat,Core,Beginner,8,65,kettlebell,run pull run pull push squat run lift
24805,Exercise_24805_press,Shoulders,Intermediate,2,5,bodyweight,lift lift push push lift curl run row
24806,Exercise_24806_pull,Back,Advanced,79,1310,machine,squat row hold squat press press row push
24807,Exercise_24807_hold,Chest,Intermediate,109,1467,barbell,row hold hold lift squat push run hold
24808,Exercise_24808_row,Legs,Intermediate,100,117,dumbbell,run curl run run push jump lift lift
24809,Exercise_24809_hold,Back,Advanced,51,744,kettlebell,hold press push crunch squat row push push
24810,Exercise_24810_jump,Back,Beginner,60,845,kettlebell,jump press crunch press hold jump squat row
24811,Exercise_24811_pull,Shoulders,Advanced,44,1000,resistance band,press lift jump lift curl run squat lift
24812,Exercise_24812_press,Arms,Advanced,85,147,resistance band,run pull hold pull curl curl press press
24813,Exercise_24813_press,Arms,Beginner,107,795,dumbbell,pull row run press jump push row squat
24814,Exercise_24814_run,Cardio,Beginner,3,261,resistance band,push hold row press lift row push press
24815,Exercise_24815_squat,Chest,Advanced,42,957,bodyweight,push jump crunch row push press lift row
24816,Exercise_24816_lift,Legs,Advanced,67,1436,kettlebell,row pull run push pull crunch hold hold
24817,Exercise_24817_jump,Arms,Beginner,105,594,kettlebell,hold crunch run curl press pull press crunch
24818,Exercise_24818_hold,Back,Advanced,115,1358,dumbbell,push curl crunch hold curl curl lift lift
24819,Exercise_24819_press,Shoulders,Beginner,75,327,kettlebell,push press press run push hold push jump
24820,Exercise_24820_run,Shoulders,Intermediate,31,1278,resistance band,push jump hold press press row crunch crunch
24821,Exercise_24821_squat,Back,Beginner,54,1481,barbell,curl press squat row pull row curl press
24822,Exercise_24822_hold,Full Body,Advanced,112,1005,none,jump run pull push press press push jump
24823,Exercise_24823_hold,Cardio,Beginner,14,1254,bodyweight,press curl jump pull press press curl lift
24824,Exercise_24824_push,Back,Beginner,12,1017,kettlebell,push press pull press press run pull push
24825,Exercise_24825_crunch,Chest,Beginner,11,565,dumbbell,press push pull run row squat squat crunch
24826,Exercise_24826_press,Chest,Intermediate,99,20,barbell,lift lift crunch press row curl lift jump
24827,Exercise_24827_squat,Full Body,Intermediate,49,1051,resistance band,hold push push pull lift push pull row
24828,Exercise_24828_squat,Cardio,Advanced,89,865,dumbbell,press push jump press curl press jump run
24829,Exercise_24829_crunch,Cardio,Advanced,88,1135,dumbbell,press jump press press hold press squat press
24830,Exercise_24830_crunch,Shoulders,Intermediate,70,1465,barbell,crunch curl hold lift press push run lift
24831,Exercise_24831_run,Cardio,Intermediate,53,705,kettlebell,squat press press squat push row hold press
24832,Exercise_24832_hold,Full Body,Advanced,94,140,machine,pull run jump pull pull row push row
24833,Exercise_24833_push,Legs,Beginner,8,313,machine,jump push push squat squat run jump squat
24834,Exercise_24834_pull,Arms,Intermediate,42,1209,barbell,squat press row push hold hold pull crunch
24835,Exercise_24835_pull,Core,Advanced,29,1367,dumbbell,press hold squat pull row crunch hold row
24836,Exercise_24836_pull,Core,Beginner,82,1212,kettlebell,run press hold crunch row row hold press
24837,Exercise_24837_pull,Arms,Intermediate,53,705,machine,push push row press crunch curl push crunch
24838,Exercise_24838_run,Back,Beginner,81,1312,kettlebell,squat row crunch jump crunch lift jump lift
24839,Exercise_24839_push,Shoulders,Beginner,2,916,none,press jump press lift squat jump lift run
24840,Exercise_24840_jump,Core,Advanced,53,602,resistance band,lift run press hold push squat row curl
24841,Exercise_24841_lift,Legs,Beginner,67,1,machine,run press push hold pull hold lift run
24842,Exercise_24842_curl,Legs,Intermediate,108,826,machine,lift curl row pull hold crunch crunch press
24843,Exercise_24843_hold,Full Body,Advanced,87,1256,barbell,squat lift squat row press press curl pull
24844,Exercise_24844_row,Cardio,Advanced,29,1258,kettlebell,jump run push crunch squat pull press crunch
24845,Exercise_24845_run,Full Body,Intermediate,109,389,barbell,push run crunch crunch hold crunch push hold
24846,Exercise_24846_jump,Full Body,Beginner,78,329,bodyweight,press curl press curl press press squat press
24847,Exercise_24847_push,Core,Advanced,10,812,barbell,press lift jump lift hold push hold squat
24848,Exercise_24848_jump,Legs,Intermediate,51,889,machine,press row crunch squat row row squat run
24849,Exercise_24849_squat,Legs,Intermediate,24,1271,kettlebell,pull squat lift squat squat hold crunch lift
24850,Exercise_24850_curl,Chest,Beginner,110,754,machine,lift push push push run squat crunch run
24851,Exercise_24851_lift,Shoulders,Intermediate,75,503,barbell,row crunch run press curl pull push jump
24852,Exercise_24852_lift,Legs,Intermediate,71,1448,none,crunch hold crunch lift jump press squat squat
24853,Exercise_24853_push,Cardio,Beginner,50,76,kettlebell,push push crunch press pull hold squat lift
24854,Exercise_24854_curl,Back,Advanced,47,572,dumbbell,crunch squat run push pull curl row curl
24855,Exercise_24855_press,Legs,Intermediate,102,91,kettlebell,lift lift run hold jump curl squat crunch
24856,Exercise_24856_curl,Legs,Advanced,6,485,barbell,pull press crunch crunch press push lift row
24857,Exercise_24857_squat,Legs,Beginner,11,1360,machine,press jump run run pull row lift curl
24858,Exercise_24858_crunch,Shoulders,Beginner,24,675,none,hold press press press press pull squat row
24859,Exercise_24859_push,Chest,Beginner,99,48,barbell,run lift crunch curl squat row lift run
24860,Exercise_24860_run,Full Body,Beginner,91,583,kettlebell,crunch push crunch curl hold pull run push
24861,Exercise_24861_pull,Legs,Advanced,69,1438,kettlebell,lift row press push push jump jump crunch
24862,Exercise_24862_crunch,Chest,Beginner,76,1124,kettlebell,push run jump squat hold hold jump run
24863,Exercise_24863_run,Cardio,Intermediate,29,671,barbell,pull jump run curl press lift squat pull
24864,Exercise_24864_lift,Arms,Advanced,101,28,resistance band,crunch pull jump press push lift press hold
24865,Exercise_24865_hold,Full Body,Beginner,63,239,resistance band,jump curl press press jump lift row crunch
24866,Exercise_24866_pull,Cardio,Advanced,12,1080,none,press run curl crunch press jump row hold
24867,Exercise_24867_run,Chest,Advanced,53,1176,dumbbell,press squat press press crunch press run pull
24868,Exercise_24868_press,Arms,Intermediate,20,618,bodyweight,push run push pull row lift lift hold
24869,Exercise_24869_crunch,Shoulders,Beginner,93,1004,barbell,curl jump push squat hold press run press
24870,Exercise_24870_curl,Core,Beginner,109,691,resistance band,pull jump hold push pull row pull push
24871,Exercise_24871_press,Legs,Intermediate,58,353,resistance band,press curl crunch squat pull jump press lift
24872,Exercise_24872_squat,Full Body,Advanced,109,827,kettlebell,press crunch row run run squat crunch pull
24873,Exercise_24873_hold,Legs,Beginner,114,211,resistance band,pull crunch hold run row hold squat crunch
24874,Exercise_24874_run,Arms,Intermediate,119,811,barbell,curl press push lift press curl jump run
24875,Exercise_24875_pull,Chest,Beginner,39,368,none,pull lift jump squat jump press crunch pull
24876,Exercise_24876_lift,Full Body,Beginner,110,1329,dumbbell,curl press squat run lift run curl press
24877,Exercise_24877_squat,Arms,Advanced,36,1490,none,crunch row pull lift press squat row run
24878,Exercise_24878_crunch,Back,Advanced,67,808,none,press press row row press press lift squat
24879,Exercise_24879_jump,Shoulders,Advanced,29,396,barbell,run jump curl jump crunch row run pull
24880,Exercise_24880_hold,Legs,Advanced,57,909,bodyweight,crunch push hold pull hold curl row press
24881,Exercise_24881_crunch,Shoulders,Advanced,95,296,none,curl jump jump press crunch row run hold
24882,Exercise_24882_row,Arms,Advanced,93,462,machine,push press lift crunch jump press jump crunch
24883,Exercise_24883_jump,Shoulders,Advanced,2,1422,barbell,jump hold push press row jump curl push
24884,Exercise_24884_push,Cardio,Beginner,108,350,barbell,press lift run squat pull curl lift curl
24885,Exercise_24885_squat,Core,Intermediate,17,1376,none,push lift press pull curl lift press push
24886,Exercise_24886_pull,Legs,Advanced,35,1244,resistance band,curl crunch hold squat row lift push curl
24887,Exercise_24887_jump,Full Body,Advanced,22,1479,dumbbell,crunch squat hold run row push curl press
24888,Exercise_24888_row,Back,Beginner,89,372,dumbbell,hold push hold push curl push run curl
24889,Exercise_24889_press,Cardio,Advanced,52,188,dumbbell,run press crunch hold press press hold curl
24890,Exercise_24890_run,Core,Intermediate,85,890,bodyweight,curl squat hold press lift pull lift press
24891,Exercise_24891_crunch,Core,Intermediate,35,1479,resistance band,hold run crunch squat pull crunch row pull
24892,Exercise_24892_jump,Legs,Intermediate,99,1253,barbell,lift run row press curl row curl lift
24893,Exercise_24893_press,Chest,Intermediate,60,1366,machine,crunch row push crunch row pull pull run
24894,Exercise_24894_run,Back,Beginner,47,660,barbell,pull lift push lift curl press push lift
24895,Exercise_24895_press,Full Body,Beginner,42,1490,barbell,hold press squat lift press lift pull press
24896,Exercise_24896_curl,Cardio,Intermediate,45,6,barbell,crunch press pull crunch squat run press row
24897,Exercise_24897_press,Chest,Advanced,3,1017,barbell,push pull run jump press jump crunch push
24898,Exercise_24898_crunch,Shoulders,Beginner,63,984,resistance band,lift lift press push squat crunch crunch press
24899,Exercise_24899_jump,Core,Beginner,45,403,kettlebell,jump press run press press run lift curl
24900,Exercise_24900_curl,Core,Advanced,80,577,none,squat lift crunch pull push crunch press run
24901,Exercise_24901_jump,Shoulders,Advanced,116,374,resistance band,hold press row squat curl lift row row
24902,Exercise_24902_press,Arms,Advanced,116,839,barbell,lift press pull curl lift jump run curl
24903,Exercise_24903_squat,Core,Beginner,46,309,barbell,hold curl run run jump push pull lift
24904,Exercise_24904_jump,Shoulders,Beginner,13,1183,bodyweight,pull lift row hold row run lift push
24905,Exercise_24905_hold,Chest,Intermediate,35,47,dumbbell,lift lift press press curl lift lift push
24906,Exercise_24906_run,Back,Beginner,82,854,resistance band,squat crunch curl press row push crunch squat
24907,Exercise_24907_hold,Back,Beginner,50,493,resistance band,push lift lift press push hold run run
24908,Exercise_24908_row,Back,Advanced,92,458,resistance band,curl lift press curl squat push row lift
24909,Exercise_24909_crunch,Arms,Beginner,21,968,none,squat curl push push run squat jump crunch
24910,Exercise_24910_crunch,Chest,Beginner,5,145,kettlebell,hold hold curl press jump pull squat curl
24911,Exercise_24911_hold,Back,Intermediate,8,1172,barbell,curl jump hold curl row curl squat hold
24912,Exercise_24912_row,Chest,Beginner,118,845,none,row hold pull press press crunch squat press
24913,Exercise_24913_press,Back,Beginner,59,1457,bodyweight,jump row run press press run jump push
24914,Exercise_24914_push,Arms,Beginner,113,209,kettlebell,crunch squat push press press lift press run
24915,Exercise_24915_jump,Cardio,Intermediate,60,34,resistance band,push squat push row row row crunch crunch
24916,Exercise_24916_run,Legs,Intermediate,31,1452,barbell,hold press lift run hold squat curl row
24917,Exercise_24917_squat,Legs,Intermediate,37,361,none,push pull hold crunch press run pull lift
24918,Exercise_24918_squat,Back,Beginner,29,785,machine,lift press row row lift curl hold run
24919,Exercise_24919_jump,Full Body,Intermediate,108,33,bodyweight,hold squat hold push curl row hold press
24920,Exercise_24920_press,Core,Advanced,114,1242,resistance band,row crunch curl curl push hold push jump
24921,Exercise_24921_squat,Chest,Intermediate,33,867,barbell,lift jump curl pull press hold pull push
24922,Exercise_24922_push,Full Body,Advanced,90,948,dumbbell,lift row jump run jump push jump push
24923,Exercise_24923_lift,Legs,Advanced,2,1138,machine,lift crunch lift press hold crunch curl press
24924,Exercise_24924_press,Core,Intermediate,87,1310,kettlebell,pull run run lift push press press run
24925,Exercise_24925_crunch,Arms,Beginner,31,1093,machine,lift press run push squat crunch press curl
24926,Exercise_24926_curl,Shoulders,Intermediate,51,697,none,lift press run run press press run row
24927,Exercise_24927_lift,Cardio,Beginner,44,631,dumbbell,squat jump pull pull push press pull jump
24928,Exercise_24928_press,Core,Advanced,95,790,kettlebell,pull row push push push squat hold jump
24929,Exercise_24929_hold,Core,Advanced,22,260,barbell,pull jump press curl press hold crunch jump
24930,Exercise_24930_squat,Cardio,Intermediate,112,911,resistance band,press pull hold pull push curl squat lift
24931,Exercise_24931_lift,Shoulders,Advanced,87,888,bodyweight,hold squat curl curl lift hold run pull
24932,Exercise_24932_press,Legs,Intermediate,84,1046,machine,curl curl run row curl push crunch press
24933,Exercise_24933_row,Arms,Advanced,67,373,kettlebell,push jump crunch hold press press run crunch
24934,Exercise_24934_jump,Shoulders,Advanced,106,18,machine,press press press curl lift lift row press
24935,Exercise_24935_press,Legs,Advanced,57,1394,none,row jump jump press press hold curl run
24936,Exercise_24936_push,Arms,Intermediate,109,1197,dumbbell,press squat press press press row jump row
24937,Exercise_24937_pull,Legs,Beginner,48,1329,machine,press press press press jump press crunch pull
24938,Exercise_24938_crunch,Core,Beginner,19,267,barbell,crunch push run pull run run squat run
24939,Exercise_24939_push,Cardio,Advanced,3,782,machine,lift push squat push squat pull row crunch
24940,Exercise_24940_crunch,Cardio,Beginner,84,428,kettlebell,curl run squat row pull push curl hold
24941,Exercise_24941_crunch,Arms,Advanced,115,422,dumbbell,press push squat hold press jump crunch run
24942,Exercise_24942_press,Core,Advanced,41,304,resistance band,run jump row crunch pull lift press press
24943,Exercise_24943_hold,Shoulders,Advanced,7,542,machine,press run lift jump pull curl crunch crunch
24944,Exercise_24944_crunch,Cardio,Intermediate,85,733,barbell,jump push run crunch run pull squat hold
24945,Exercise_24945_curl,Chest,Beginner,25,209,bodyweight,squat pull row curl row curl jump row
24946,Exercise_24946_row,Chest,Advanced,102,1136,none,pull row push press row row press run
24947,Exercise_24947_row,Shoulders,Advanced,15,1437,barbell,press run jump jump push row push jump
24948,Exercise_24948_lift,Legs,Intermediate,91,109,barbell,run press pull pull run run curl row
24949,Exercise_24949_pull,Full Body,Beginner,22,861,resistance band,squat crunch jump row press hold pull row
24950,Exercise_24950_hold,Shoulders,Beginner,44,344,resistance band,jump jump squat push jump crunch squat run
24951,Exercise_24951_hold,Arms,Beginner,95,1094,none,hold push row jump run squat press jump
24952,Exercise_24952_crunch,Chest,Intermediate,55,73,resistance band,row hold press press row run row push
24953,Exercise_24953_jump,Cardio,Advanced,28,835,resistance band,squat jump hold hold jump crunch run hold
24954,Exercise_24954_pull,Cardio,Advanced,12,1375,kettlebell,squat run lift press pull lift jump press
24955,Exercise_24955_squat,Chest,Intermediate,109,770,kettlebell,pull press lift run push curl pull row
24956,Exercise_24956_lift,Arms,Intermediate,1,25,machine,hold hold crunch curl jump pull hold curl
24957,Exercise_24957_pull,Core,Beginner,18,913,barbell,press curl run pull press push pull press
24958,Exercise_24958_press,Arms,Intermediate,73,869,bodyweight,crunch press push press run run jump press
24959,Exercise_24959_curl,Chest,Intermediate,11,1326,dumbbell,run squat squat crunch pull push press curl
24960,Exercise_24960_crunch,Shoulders,Beginner,10,66,none,lift hold row row squat run jump run
24961,Exercise_24961_row,Core,Beginner,21,100,none,run press run pull press lift press pull
24962,Exercise_24962_run,Arms,Advanced,49,939,machine,pull lift row run press press push jump
24963,Exercise_24963_squat,Cardio,Beginner,71,490,kettlebell,jump jump lift squat squat hold push curl
24964,Exercise_24964_curl,Legs,Beginner,75,329,resistance band,jump squat row hold row curl lift lift
24965,Exercise_24965_push,Arms,Advanced,92,412,dumbbell,press lift squat jump hold press lift lift
24966,Exercise_24966_curl,Full Body,Intermediate,111,323,barbell,press hold lift push press curl crunch row
24967,Exercise_24967_crunch,Cardio,Beginner,86,1146,barbell,push press push jump jump pull squat run
24968,Exercise_24968_curl,Shoulders,Intermediate,23,1306,kettlebell,row row pull row lift press row push
24969,Exercise_24969_pull,Back,Advanced,84,1241,bodyweight,pull crunch jump press crunch row squat hold
24970,Exercise_24970_crunch,Cardio,Advanced,29,1441,kettlebell,run push curl lift push push crunch crunch
24971,Exercise_24971_press,Cardio,Intermediate,96,452,dumbbell,curl lift lift push jump pull press press
24972,Exercise_24972_lift,Shoulders,Intermediate,36,355,resistance band,run row curl run squat crunch press pull
24973,Exercise_24973_lift,Back,Beginner,24,1354,none,crunch jump hold pull jump pull run pull
24974,Exercise_24974_row,Back,Beginner,18,156,machine,press push press squat press curl curl squat
24975,Exercise_24975_push,Chest,Advanced,91,246,none,hold run hold press push jump push squat
24976,Exercise_24976_pull,Core,Intermediate,21,629,barbell,pull press crunch curl row run push jump
24977,Exercise_24977_pull,Legs,Intermediate,32,922,dumbbell,run push lift press row press press pull
24978,Exercise_24978_curl,Core,Intermediate,40,1025,resistance band,lift crunch press crunch lift crunch push lift
24979,Exercise_24979_hold,Arms,Advanced,68,582,dumbbell,press press run curl push row curl press
24980,Exercise_24980_row,Shoulders,Advanced,113,1102,dumbbell,press press jump push squat lift lift squat
24981,Exercise_24981_crunch,Chest,Beginner,100,519,bodyweight,curl row jump press hold jump pull row
24982,Exercise_24982_press,Full Body,Beginner,4,351,bodyweight,press push squat curl lift push pull press
24983,Exercise_24983_press,Legs,Advanced,90,405,barbell,run push run row curl lift squat squat
24984,Exercise_24984_curl,Chest,Beginner,106,1013,kettlebell,squat hold pull crunch row press pull jump
24985,Exercise_24985_press,Back,Beginner,73,209,kettlebell,push hold curl push push press push squat
24986,Exercise_24986_row,Legs,Intermediate,113,424,resistance band,curl squat jump press crunch hold press pull
24987,Exercise_24987_row,Back,Advanced,114,805,machine,run press pull hold press jump press curl
24988,Exercise_24988_curl,Shoulders,Advanced,5,482,kettlebell,squat row run row run squat jump lift
24989,Exercise_24989_push,Legs,Advanced,11,1486,bodyweight,press press row hold hold row press row
24990,Exercise_24990_run,Arms,Advanced,104,485,resistance band,hold jump press squat run hold crunch row
24991,Exercise_24991_jump,Chest,Beginner,77,204,none,run curl press row row squat jump lift
24992,Exercise_24992_curl,Back,Beginner,3,683,kettlebell,jump jump press run lift run push push
24993,Exercise_24993_curl,Back,Intermediate,95,1039,bodyweight,lift crunch jump press curl push curl press
24994,Exercise_24994_lift,Legs,Advanced,43,196,barbell,hold lift crunch hold curl pull hold jump
24995,Exercise_24995_run,Back,Advanced,107,1194,resistance band,run jump run jump jump hold squat jump
24996,Exercise_24996_crunch,Shoulders,Beginner,44,328,machine,jump push squat press lift pull hold lift
24997,Exercise_24997_curl,Shoulders,Advanced,50,755,dumbbell,run lift pull press run push press squat
24998,Exercise_24998_press,Full Body,Intermediate,23,897,bodyweight,push crunch run lift row row lift push
24999,Exercise_24999_crunch,Core,Advanced,21,1035,resistance band,run run press lift pull hold jump crunch
25000,Exercise_25000_crunch,Cardio,Advanced,103,650,machine,run push run press squat run row lift
25001,Exercise_25001_press,Full Body,Advanced,112,684,kettlebell,curl hold push curl push row pull squat
25002,Exercise_25002_press,Full Body,Beginner,80,1399,bodyweight,lift crunch hold lift row press curl push
25003,Exercise_25003_curl,Legs,Beginner,75,121,dumbbell,jump press push pull squat row crunch squat
25004,Exercise_25004_crunch,Back,Beginner,94,1259,bodyweight,press push press crunch run crunch lift push
25005,Exercise_25005_squat,Arms,Beginner,82,1118,kettlebell,lift run squat push squat squat lift run
25006,Exercise_25006_hold,Arms,Intermediate,47,1128,bodyweight,push curl row curl row hold hold pull
25007,Exercise_25007_jump,Arms,Advanced,53,1219,resistance band,push squat hold press squat row pull jump
25008,Exercise_25008_pull,Shoulders,Beginner,26,1286,none,jump run hold jump squat press run row
25009,Exercise_25009_pull,Cardio,Beginner,102,237,dumbbell,pull lift hold pull squat row jump run
25010,Exercise_25010_run,Core,Beginner,13,376,none,push press run hold row press press crunch
25011,Exercise_25011_lift,Shoulders,Advanced,29,640,none,lift jump hold curl run row press jump
25012,Exercise_25012_pull,Legs,Beginner,78,1466,kettlebell,pull crunch press run hold jump jump run
25013,Exercise_25013_crunch,Arms,Beginner,52,246,barbell,jump jump pull squat pull crunch curl lift
25014,Exercise_25014_hold,Chest,Beginner,46,794,bodyweight,push lift run curl pull lift row curl
25015,Exercise_25015_hold,Shoulders,Beginner,94,1106,kettlebell,pull press lift curl lift run push lift
25016,Exercise_25016_press,Cardio,Advanced,117,56,kettlebell,curl pull press press lift pull pull curl
25017,Exercise_25017_pull,Cardio,Beginner,87,1167,machine,lift lift jump pull press press row row
25018,Exercise_25018_run,Cardio,Beginner,111,403,kettlebell,pull jump press push press hold jump push
25019,Exercise_25019_lift,Shoulders,Beginner,75,931,kettlebell,row hold pull press run pull crunch squat
25020,Exercise_25020_crunch,Shoulders,Intermediate,112,521,kettlebell,squat curl run row push squat press hold
25021,Exercise_25021_hold,Legs,Beginner,20,72,bodyweight,push pull pull push jump row curl crunch
25022,Exercise_25022_row,Back,Beginner,94,859,bodyweight,press run pull press hold squat curl press
25023,Exercise_25023_crunch,Core,Advanced,39,1113,kettlebell,press run crunch press hold jump run lift
25024,Exercise_25024_hold,Legs,Beginner,69,394,machine,jump crunch hold run squat squat crunch press
25025,Exercise_25025_press,Legs,Intermediate,24,911,none,row press run lift squat jump jump curl
